word,phonetic,pos,meaning,example_en,example_zh,tags,difficulty
considerable,kən'sidərəbl,adj.,"相当的, 可观的, 重要的",,,四级,1
considerate,kən'sidərit,adj.,"体贴的, 体谅的, 考虑周到的",,,四级,2
consideration,kən.sidə'reiʃən,n.,"考虑, 原因；考虑, 思考, 报酬",,,四级,1
consist,kən'sist,v.,"组成, 存在于, 一致",,,四级,1
consistent,kən'sistənt,adj.,"一致的, 坚持的, 并立的, 坚固的",,,四级,1
constant,'kɒnstənt,n./adj.,"常数, 恒量；不变的, 一定的, 时常的；常量; 常数; 恒值",,,四级,1
constitution,.kɒnsti'tju:ʃən,n.,"构成, 宪法, 体格；体质; 结构, 组织",,,四级,1
construct,kən'strʌkt,v./n.,"构造, 建造, 对...进行构思, 作图；构成物",,,四级,1
construction,kən'strʌkʃən,n.,"建筑, 构造, 建筑物；施工",,,四级,1
consult,kən'sʌlt,v.,"商讨, 商量, 协商, 会诊；向...请教, 查阅, 考虑",,,四级,1
consume,kən'sju:m,v.,"消耗, 消费, 消灭；耗尽, 毁灭",,,四级,1
consumer,kən'sju:mə,n.,"消费者；消费者, 用户",,,四级,1
consumption,kən'sʌmpʃən,n.,"消费, 消费量, 痨病；消耗量; 耗量",,,四级,1
contact,'kɒntækt,n./v.,"联系, 交际, 熟人, 接触；接触, 联系；使接触",,,四级,1
contain,kən'tein,v.,"包含, 容纳, 控制；自制",,,四级,1
container,kən'teinə,n.,"容器, 集装箱；集装箱; 贮存箱; 容器(任何一种)",,,四级,1
contemporary,kən'tempərəri,n./adj.,"同时代的人；同时代的, 属于同一时期的",,,四级,1
contempt,kən'tempt,n.,"轻视, 轻蔑；藐视, 侮辱, 轻视",,,四级,1
content,kən'tent,n./adj./v.,"内容, 满足, 意义, 要旨；满足的, 满意的；使...满足, 使...安心；内容",,,四级,1
contest,'kɒntest,n./v.,"竞赛, 争论；竞争, 争取, 争辩；竞争",,,四级,1
continent,'kɒntinənt,n./adj.,"大陆, 洲；自制的",,,四级,1
continual,kən'tinjuəl,adj.,"持续不断的, 继续的；连续的",,,四级,2
continue,kən'tinju:,v.,"继续, 延续, 延长；使继续, 使延长",,,四级,1
continuous,kən'tinjuəs,adj.,"连续的, 继续的, 连续不断的；连续的",,,四级,1
contract,'kɒntrækt,n./v.,"合约, 婚约, 契约；使皱缩, 使缩短, 感染, 订约, 缔结；皱缩, 订约, 收缩",,,四级,1
contradiction,.kɒntrə'dikʃən,n.,"反驳, 矛盾；矛盾, 否认, 反驳",,,四级,1
contrary,'kɒntrəri,adj./n./adv.,"相反的, 矛盾的, 对立的；相反, 对立面；相反地",,,四级,1
contrast,kən'træst,n./v.,"差别, 对比, 对照物；使对比；成对照；反差; 对比度",,,四级,1
contribute,kən'tribju:t,v.,"有助于, 捐助, 投稿；出力, 捐献, 投稿",,,四级,1
contribution,.kɒntri'bju:ʃən,n.,"捐助, 捐助之物, 贡献；贡献, 捐款, 补助品",,,四级,1
control,kən'trəul,n./v.,"控制, 管理, 克制, 控制器, 操纵装置；控制, 操纵, 抑制；控制; 控制器",,,四级,1
convenience,kə'vi:njəns,n.,"方便, 便利的事物, 方便的时候",,,四级,2
convenient,kən'vi:njənt,adj.,"方便的, 合宜的；适当的, 合理而可行的, 方便的",,,四级,1
convention,kən'venʃən,n.,"大会, 协定, 惯例, 约定；约定",,,四级,1
conventional,kən'venʃənl,adj.,"传统的, 习惯的, 约定的；惯例的, 常规的, 传统的",,,四级,1
conversely,'kɔnv\\\\:sli,adv.,"相反, 逆, 颠倒, 反题, 反",,,四级,2
conversion,kən'və:ʃən,n.,"转变, 转换, 改变宗教信仰, 换位法；转换",,,四级,1
convert,kən'və:t,n./v.,"皈依者, 改变宗教信仰者；使改变信仰, 转换, 兑换, 倒置；皈依；转换",,,四级,1
convey,kən'vei,v.,"传达, 运输, 转让；转让(财产等), 搬运",,,四级,1
convince,kən'vins,v.,"说服, 使相信；使确信, 使信服, 使人认识错误",,,四级,1
cooperate,kəu'ɒpəreit,v.,"合作, 协力, 配合；合作",,,四级,2
coordinate,kəu'ɒ:dineit,n./adj./v.,"同等的人(或物), 坐标；同等的, 并列的；(使)协调",,,四级,2
cope,kəup,v./n.,"竞争, 应付；长袍",,,四级,1
copper,'kɒpə,n.,"铜, 警察；铜Cu",,,四级,1
cord,kɒ:d,n.,"绳索, 束缚；索, 带",,,四级,2
cordial,'kɒ:djəl,n./adj.,"兴奋剂, 补品；热忱的, 诚恳的, 有兴奋作用的",,,四级,2
core,kɒ:,n./v.,"核心, 果心, 要点；挖...的核；内核, 核心网",,,四级,1
corn,kɒ:n,n./v.,"玉蜀黍, 谷类, 谷粒, 鸡眼；使成颗粒, 腌",,,四级,1
corporation,.kɒ:pə'reiʃən,n.,"公司, 合作, 法人团体；法人团体, 社团, 法人",,,四级,1
correct,kə'rekt,adj./v.,"正确的, 合适的；改正, 订正",,,四级,1
correction,kə'rekʃən,n.,"订正, 改正, 改正的地方；校正",,,四级,2
correspond,.kɒri'spɒnd,v.,"符合, 通信, 相当；符合, 一致, 相当",,,四级,1
correspondent,.kɒri'spɒndənt,n.,"通讯记者, 通信者；客户, 代理商行, 代理银行",,,四级,1
corresponding,.kɒri'spɒndiŋ,adj.,"相当的, 一致的, 通信的；对应",,,四级,1
corridor,'kɒridɒ:,n.,"走廊, 回廊, 人口密集地带",,,四级,1
costly,'kɒstli,adj.,"昂贵的, 奢华的, 费用大的",,,四级,1
cottage,'kɒtidʒ,n.,"小屋, 茅舍",,,四级,1
cotton,'kɒtn,n./v.,"棉花；和谐, 有好感, 理解",,,四级,1
cough,kɒf,n./v.,咳嗽；咳嗽；咳出,,,四级,2
council,'kaunsəl,n.,"会议, 委员会；委员会",,,四级,1
count,kaunt,v./n.,"计算, 视为；计数；计算, 合计, 计数, 伯爵；计数",,,四级,1
counter,'kauntə,n./adj./adv.,"计算器, 计算者, 柜台, 筹码；反方向的, 相反的；反方向地, 相反地；计数器; 计数字",,,四级,1
county,'kaunti,n.,"县, 郡",,,四级,1
couple,'kʌpl,n./v.,"对, 夫妇, 数个；使成双, 连接, 使成婚, 把...联系起来；结合, 成婚",,,四级,1
courage,'kʌridʒ,n.,"勇气, 胆量",,,四级,1
course,kɒ:s,n./v.,"课程, 路线, 过程, 一道菜, 道路；追, (使)跑",,,四级,1
court,kɒ:t,n./v.,"法院, 庭院, 奉承；献殷勤, 追求, 招致；求爱",,,四级,1
cousin,'kʌzən,n.,"堂兄弟姊妹, 表兄弟姊妹；同辈表亲或堂亲",,,四级,1
cow,kau,n./v.,"母牛, 母兽；威胁",,,四级,1
coward,'kauəd,n.,"懦弱的人, 胆小的人",,,四级,2
crack,kræk,n./v./adj./adv.,"裂缝, 爆裂声；(使)爆裂, (使)裂开, (使)发出爆裂声；第一流的；啪地一声",,,四级,1
craft,kræft,n./v.,"技艺, 手艺, 诡计；精心制作",,,四级,1
crane,krein,n./v.,"鹤, 起重机；伸颈, 起重机起吊；伸颈看, 迟疑",,,四级,2
crash,kræʃ,n./v./adj.,"哗啦声, 猛撞, 崩溃, 粗布；撞碎, 破碎, (使)...坠毁；速成的；崩溃",,,四级,1
crawl,krɒ:l,n./v.,"爬行, 匍匐而行, 养鱼池；爬行",,,四级,2
crazy,'kreizi,adj.,"发狂的, 狂热的",,,四级,1
cream,kri:m,n.,"乳酪, 奶油, 面霜；乳油, 乳皮; 乳膏, 霜",,,四级,1
create,kri:'eit,v.,"创造, 建造, 引起, 任命",,,四级,1
creative,kri:'eitiv,adj.,"有创造力的, 创作的, 产生的",,,四级,1
creature,'kri:tʃə,n.,"人, 动物, 创造物, 生物",,,四级,1
creep,kri:p,n./v.,"爬, 徐行, 蠕动；爬, 蔓延, 潜行",,,四级,1
crew,kru:,n.,"全体人员, 一群人, 全体队员；crow的过去式",,,四级,1
cricket,'krikit,n.,"蟋蟀, 板球",,,四级,1
crime,kraim,n.,"犯罪, 罪行, 罪恶；犯罪, 罪, 罪恶",,,四级,1
criminal,'kriminəl,n./adj.,"罪犯, 犯人, 刑事；犯了罪的, 刑事的, 有罪的",,,四级,1
cripple,'kripl,n./v./adj.,"跛者, 残废；使跛, 使成残废, 削弱；跛的, 残废的",,,四级,2
crisis,'kraisis,n.,"危机, 危险期, 紧要关头；危象; 骤退, 临界, 极期",,,四级,1
critic,'kritik,n.,"批评家, 鉴定家",,,四级,1
critical,'kritikəl,adj.,"批评的, 决定性的, 危险的, 临界的；危象的; 临界的, 极期的",,,四级,1
criticism,'kritisizm,n.,"批评, 评论, 非难；批判, 批评, 评论",,,四级,1
criticize,'kritisaiz,v.,"批评, 吹毛求疵, 非难",,,四级,1
crop,krɒp,n./v.,"农作物, 产量, 平头；收割, 修剪, 种植；收获；裁剪",,,四级,1
cross,krɒs,n./adj./v.,"十字架, 十字架形物件, 交叉, 十字标, 交叉路, 磨难, 杂交；生气的, 交叉的, 相反的；交叉, 横过, 越过；交叉, 十字标",,,四级,1
crow,krəu,n./v.,"啼叫, 乌鸦, 鸡鸣, 撬棍；啼叫, 报晓",,,四级,2
crowd,kraud,n./v.,"群众, 一伙人；拥挤, 挤满, 挤进",,,四级,1
crown,kraun,n./v.,"王冠, 王权, 顶点；使成王, 加冕, 居...之顶",,,四级,1
crucial,'kru:ʃəl,adj.,"决定性的, 重要的, 严厉的；十字形的; 决断的, 定局的",,,四级,1
crude,kru:d,adj./n.,"天然的, 未成熟的, 粗糙的, 粗鲁的；天然的物质",,,四级,1
cruel,'kru:əl,adj.,"残酷的, 令人极痛苦的；残忍的, 残酷的",,,四级,1
crush,krʌʃ,n./v.,"压碎, 粉碎, 群众, 迷恋；压破, 征服, 塞, 弄皱, 榨出；被压碎, 起皱, 挤",,,四级,1
crust,krʌst,n./v.,"外壳, 坚硬外皮, 面包皮；盖以硬皮；结硬皮",,,四级,2
crystal,'kristl,n./adj.,"水晶, 水晶装饰品, 结晶；水晶的, 水晶一样的, 透明的",,,四级,1
cube,kju:b,n.,"立方体, 立方；立方体, 立方",,,四级,2
cubic,'kju:bik,adj.,"立方体的, 立方的；立方的, 立方体的",,,四级,2
cucumber,'kju:kəmbə,n.,"黄瓜；黄瓜, 胡瓜",,,四级,2
cue,kju:,n./v.,"提示, 线索；给...暗示(或提示)；尾接指令",,,四级,2
cultivate,'kʌltiveit,v.,"培养, 耕作",,,四级,2
culture,'kʌltʃə,n./v.,"文化, 修养, 耕种；耕种, 培养",,,四级,1
cunning,'kʌniŋ,adj.,"狡猾的, 巧妙的, 可爱的；狡猾的的, 狡诈的, 熟练的",,,四级,2
cupboard,'kʌpbɒ:d,n.,"食橱, 碗柜, 餐具柜",,,四级,1
cure,kjuə,n./v.,"治疗, 治愈, 治疗法；治疗, 治愈, 改正, 腌制, 加工处理, 使硫化；受治疗, 被加工处理, 被硫化",,,四级,2
curiosity,.kjuəri'ɒsiti,n.,"好奇心, 新奇的事物, 珍品",,,四级,2
curious,'kjuəriəs,adj.,"好奇的, 求知的, 古怪的",,,四级,1
curl,kə:l,n./v.,"拳曲, 鬈发；弄卷；拳曲, 弯曲",,,四级,2
current,'kʌrənt,n./adj.,"涌流, 趋势, 流；流通的, 现在的, 当前的, 流行的；当前的",,,四级,1
curse,kə:s,n./v.,"咒骂, 诅咒；诅咒, 咒骂",,,四级,2
curtain,'kə:tən,n./v.,"帐, 幕, 窗帘；装帘子于, 遮蔽",,,四级,1
curve,kə:v,n./v.,"曲线, 弯曲, 曲线球；弯, 使弯曲；成曲形",,,四级,1
cushion,'kuʃən,n./v.,"垫子, 橡皮软垫；加垫褥, 缓冲, 掩盖",,,四级,2
custom,'kʌstəm,n./adj.,"习惯, 风俗, 海关, 自定义；定制的；定制; 自定义",,,四级,1
customer,'kʌstəmə,n.,消费者；顾客,,,四级,1
cycle,'saikl,n./v.,"周期, 循环, 自行车, 一段时间, 整套；循环, 轮转, 骑自行车；使循环, 使轮转；环路; 周期; 循环",,,四级,1
daily,'deili,adj./adv./n.,"每日的, 日常的；每日地, 日常地；日报",,,四级,1
dairy,'dєəri,n.,"牛奶公司, 乳品店, 乳牛场",,,四级,2
dam,dæm,n./v.,"水坝, 障碍；控制, 筑坝；直接存取法",,,四级,2
damage,'dæmidʒ,n./v.,"损害, 伤害；损害",,,四级,1
damp,dæmp,n./adj./v.,"潮湿, 湿气；潮湿的；使潮湿, 使阻尼, 抑止；变潮湿, 衰减",,,四级,1
danger,'deindʒə,n.,"危险, 威胁；危险, 危险物, 危机",,,四级,1
dangerous,'deindʒərəs,adj.,"危险的；危险的, 危害的",,,四级,1
dare,dєə,n./v.,"挑战, 挑动, 大胆；敢, 胆敢",,,四级,1
daring,'dєəriŋ,adj.,大胆的,,,四级,2
darling,'dɑ:liŋ,n./adj.,"亲爱的, 可爱的人, 可爱的物；可爱的, 亲爱的",,,四级,1
dash,dæʃ,n./v.,"冲撞, 破折号, 短跑；猛冲, 冲撞；泼溅, 使猛撞, 搀和, 使破灭, 使沮丧",,,四级,2
data,'deitə,n.,"资料, 数据；数据; DOS内部命令:用于显示或设定系统的日期",,,四级,1
dawn,dɒ:n,n./v.,"破晓, 黎明；破晓",,,四级,1
daylight,'deilait,n./v.,"白昼, 日光；使沐浴于日光；享有日光",,,四级,2
deadly,'dedli,adj./adv.,"致命的, 致死的；非常, 如死一般地",,,四级,2
deaf,def,adj.,聋的；聋的,,,四级,1
deal,di:l,n./v.,"交易, 协定, 数量, 买卖, 松木板；处理, 应付, 做生意；分配, 发牌, 给予；发牌",,,四级,1
death,deθ,n.,死亡；死亡,,,四级,1
debate,di'beit,n./v.,"辩论, 讨论；争论, 辩论",,,四级,1
debt,det,n.,"债务, 罪过；借款, 欠款, 债务",,,四级,1
decade,'dekeid,n.,"十年, 十",,,四级,1
decay,di'kei,n./v.,"衰退, 腐败；(使)衰退, (使)腐败",,,四级,2
deceit,di'si:t,n.,"欺骗, 谎言；诈骗, 欺骗",,,四级,2
deceive,di'si:v,v.,"欺骗, 行骗",,,四级,2
decent,'di:sənt,adj.,"有分寸的, 得体的, 大方的",,,四级,1
decision,di'siʒən,n.,"决定, 决心, 决断；判定",,,四级,1
deck,dek,n./v.,"甲板, (汽车后部的)行李仓；装饰, 打扮, 装甲板；纸牌背面图案",,,四级,1
declare,di'klєə,v.,"宣布, 声明, 申报, 断言",,,四级,1
decline,di'klain,n./v.,"衰退, 跌落, 下降；使降低, 婉谢；下降, 衰落, 偏斜",,,四级,1
decorate,'dekəreit,v.,装饰,,,四级,1
decrease,'di:kri:s,n./v.,"减少, 减少量；减少",,,四级,1
deduce,di'dju:s,v.,"推论, 演绎出；推断, 推出, 演绎",,,四级,2
deed,di:d,n./v.,"行为, 实行, 契约；立契转让",,,四级,1
deepen,'dipən,v.,"深化；使加深, 使强烈",,,四级,2
deer,diə,n.,鹿,,,四级,2
defeat,di'fi:t,n./v.,"败北, 失败；击败, 使落空",,,四级,1
defect,di'fekt,n.,"缺点；缺损, 缺陷",,,四级,1
defence,di'fens,n.,"防卫, 防卫设备；(诉讼程序中的)辩护",,,四级,1
defend,di'fend,v.,"防护, 辩护, 防卫；作...的辩护律师, 辩护, 为...答辩",,,四级,1
define,di'fain,v.,"定义, 规定, 使明确；定义",,,四级,1
definite,'definit,adj.,"明确的, 一定的；明确的, 确切的, 一定的",,,四级,1
definitely,'definitli,adv.,"明确无疑地, 清楚地",,,四级,1
definition,.defi'niʃən,n.,"定义, 精确度, 清晰度；清晰度; 清晰度",,,四级,1
degree,di'gri:,n.,"程度, 度数, 学位, 度；度, 程度",,,四级,1
delay,di'lei,n./v.,"耽搁, 迟滞；耽搁, 延迟；延迟, 延时",,,四级,1
delegate,'deligeit,n./v.,代表；委派...为代表,,,四级,1
delegation,.deli'geiʃən,n.,"代表团, 派遣代表团, 代表的地位(或权力)；派遣, 委任, 委托",,,四级,1
delete,di'li:t,v.,删除；删除,,,四级,2
deliberate,di'libərət,adj./v.,"深思熟虑的, 故意的, 从容的；仔细考虑",,,四级,1
deliberately,di'libərətli,adv.,故意地,,,四级,1
delicate,'delikət,adj.,"细致优雅的, 微妙的, 美味的；柔弱的",,,四级,1
delicious,di'liʃəs,adj.,美味的,,,四级,2
delight,di'lait,n./v.,"高兴, 愉快；使高兴, 乐于；感到高兴(或愉快、快乐)",,,四级,1
deliver,di'livə,v.,"递送, 陈述, 释放, 发表, 引渡, 投递, 交付；交运",,,四级,1
delivery,di'livəri,n.,"递送, 交付, 分娩, 交货, 引渡；交货额",,,四级,1
demand,di'mɑ:nd,n./v.,"要求, 需求, 需要；要求, 查询",,,四级,1
democracy,di'mɒkrəsi,n.,"民主政治, 民主主义；民主, 民主政治, 民主政体",,,四级,1
democratic,.demə'krætik,adj.,"民主的；民主的, 民主政体的, 平民的",,,四级,1
demonstrate,'demənstreit,v.,"示范, 证明；示威",,,四级,1
dense,dens,adj.,"密集的, 浓厚的",,,四级,2
density,'densiti,n.,密度；密度,,,四级,1
deny,di'nai,v.,"否认, 拒绝",,,四级,1
depart,di'pɑ:t,v.,"离开, 出发, 背离, 违反, 去世",,,四级,1
department,di'pɑ:tmənt,n.,"部门, 系, 机关；部, 科",,,四级,1
departure,di'pɑ:tʃə,n.,"离开, 出发, 违背, 偏离；启运",,,四级,1
depend,di'pend,v.,"靠, 视...而定, 信赖",,,四级,1
dependent,di'pendənt,n./adj.,"依赖他人者；依赖的, 从属的",,,四级,1
deposit,di'pɒzit,n./v.,"存款, 定金, 堆积物；存放, 堆积；沉淀",,,四级,1
depress,di'pres,v.,"使沮丧, 压低, 降低, 使萧条；推下",,,四级,2
depression,di'preʃən,n.,"不景气, 消沉, 沮丧, 洼地；抑郁[症], 阻抑, 压低, 凹, 窝, 衰退, 俯角",,,四级,1
depth,depθ,n.,"深度, 深处, 深奥；深度",,,四级,1
deputy,'depjuti,n.,副手，代理人,,,四级,1
derive,di'raiv,v.,得自；起源,,,四级,1
descend,di'send,v.,"下降, 世代相传, 屈尊, 袭击；下降",,,四级,1
describe,di'skraib,v.,"描述, 描绘, 画",,,四级,1
description,di'skripʃən,n.,"描述, 说明, 种类；说明书(物品), 品名种类, 货物名称",,,四级,1
desert,'dezət. di'sə:t,n./adj./v.,"沙漠, 应得的赏罚, 功劳；沙漠的, 不毛的；放弃, 遗弃, 擅离；逃掉",,,四级,1
deserve,di'zə:v,v.,"该得到, 值得；应得报答",,,四级,1
design,di'zain,n./v.,"设计, 图样, 方案, 企图；设计, 计划",,,四级,1
desirable,di'zairəbl,adj.,"令人想望的, 可取的",,,四级,1
desire,di'zaiə,n./v.,"欲望, 要求；想要, 请求；渴望",,,四级,1
despair,di'spєə,n./v.,"绝望, 失望；绝望",,,四级,1
desperate,'despərət,adj.,"不顾一切的, 危急的, 令人绝望的, 极渴望的",,,四级,1
despise,di'spaiz,v.,轻视,,,四级,2
despite,di'spait,n./prep.,"轻视, 憎恨；虽然, 尽管",,,四级,1
destination,.desti'neiʃən,n.,"目的地, 目标, 目的；目的文件, 目的单元",,,四级,1
destroy,di'strɒi,v.,"破坏, 毁坏, 消灭",,,四级,1
destruction,di'strʌkʃən,n.,"破坏, 毁灭；破坏",,,四级,1
destructive,di'strʌktiv,adj.,"毁灭性的, 破坏的, 有害的；破坏的, 毁坏的",,,四级,2
detail,'di:teil,n./v.,"细节, 详情；详述, 选派；画详图；详细数据",,,四级,1
detect,di'tekt,v.,"发现, 察觉, 探测；发现, 查明, 探测",,,四级,1
detection,di'tekʃən,n.,"发现, 察觉, 探测；检波; 检测",,,四级,2
determination,di.tə:mi'neiʃən,n.,"决心, 果断；判定; 测定",,,四级,1
determine,di'tə:min,v.,"决定, 决心",,,四级,1
device,di'vais,n.,"装置, 设计, 策略, 发明物, 设备；设备; DOS内部命令:该命令要求DOS安装一个设备驱动程序",,,四级,1
devil,'devəl,n./v.,"魔鬼；折磨, 戏弄",,,四级,1
devise,di'vaiz,v./n.,"设计, 发明, 图谋, 遗赠给；遗赠",,,四级,1
devote,di'vəut,v.,"投入于, 献身",,,四级,1
dew,dju:,n./v.,"露珠, 露水；(用露水)沾湿；结露水",,,四级,2
diagram,'daiəɡræm,n.,图表；图解,,,四级,1
dial,'daiəl,n./v.,"刻度盘, 钟面, 转盘；拨",,,四级,2
dialect,'daiəlekt,n.,"方言, 同源语",,,四级,2
dialog,'daiəlɒg,n.,"会话, 对话；对话",,,四级,2
diameter,dai'æmitə,n.,"直径；直经, 径",,,四级,1
diamond,'daiəmənd,n.,"钻石, 菱形；菱形",,,四级,1
diary,'daiəri,n.,日记；日记簿,,,四级,1
dictate,'dikteit,v./n.,"听写, 口述, 口授；口述, 使听写, 命令；命令, 指挥, 指令",,,四级,1
dictation,dik'teiʃən,n.,"听写, 口述, 命令",,,四级,2
diet,'daiət,n./v.,"日常饮食, 议会；照规定饮食；忌食",,,四级,1
differ,'difə,v.,"不一致, 不同；差异, 不同",,,四级,1
difference,'difərəns,n.,"不同, 差异；差分",,,四级,1
difficulty,'difikəlti,n.,"困难, 难点",,,四级,1
digest,di'dʒest,n./v.,"文摘；消化；消化, 理解；摘要",,,四级,2
digital,'didʒitəl,adj./n.,"数字显示的, 数字的；数字仪表, 数字式电子表(或时钟)；数字, 数字式",,,四级,1
diligent,'dilidʒənt,adj.,"勤勉的, 用功的",,,四级,2
dim,dim,adj./v.,"暗淡的, 模糊的；使暗淡；数据解释模块",,,四级,2
dimension,dai'menʃən,n./v.,"尺寸, 次元, 面积, 维数；标出尺寸",,,四级,1
dip,dip,v./n.,"浸, 降下, 把(手、勺等)伸入, 舀取；浸, 涉猎；双列直插式组件, 分布式输入输出系统, 双排直插封装",,,四级,1
direct,di'rekt,adj./v./adv.,"直接的, 坦白的；指示, 指挥, 命令, 导演；指导, 指挥；直接地",,,四级,1
direction,di'rekʃən,n.,"方向, 指导, 趋势；方向; 流向",,,四级,1
directly,"di'rektli, dai'rektli",adv./conj.,"径直地, 直接地, 直率地, 正好地, 直截了当地, (非正式)立即, 马上；一...(就...), 一当...就...；直接的",,,四级,1
director,di'rektə,n.,"主管, 导演, 董事；寻向偶极子; 指挥仪",,,四级,1
dirt,də:t,n.,"污垢, 泥土；污垢",,,四级,2
disable,dis'eibl,v.,"使失去能力, 使残废, (律)使无资格；使无效, 禁止, 关闭",,,四级,2
disadvantage,.disəd'vɑ:ntidʒ,n.,"缺点, 不利, 坏处",,,四级,1
disagree,.disə'gri:,v.,"不一致, 不适宜；抵触, 不同意, 争执",,,四级,1
disappear,.disə'piə,v.,"消失, 不见",,,四级,1
disappoint,.disə'pɒint,v.,使失望,,,四级,2
disapprove,.disə'pru:v,v.,不赞成,,,四级,2
disaster,di'zɑ:stə,n.,"灾祸, 不幸, 彻底失败",,,四级,1
discard,dis'kɑ:d,v./n.,"丢弃, 抛弃；垫牌；垫牌, 抛弃",,,四级,2
discharge,dis'tʃɑ:dʒ,v./n.,"卸下, 放出, 解雇, 拔染, 履行, 放电；卸货, 流出；卸货, 流出, 放电",,,四级,1
discipline,'disiplin,n./v.,"训练, 纪律；训练, 惩罚",,,四级,1
disclose,dis'kləuz,v.,"揭露, 透露；揭发, 揭露, 公开",,,四级,1
discount,'diskaunt,n./v.,"折扣, 贴现率；打折扣；贴现",,,四级,1
discourage,dis'kʌridʒ,v.,"使气馁, 阻碍",,,四级,2
discover,dis'kʌvə,v.,"发现, 找到, 暴露；发现",,,四级,1
discovery,dis'kʌvəri,n.,"发现, 被发现的事物；要求告知, 发现, 发觉",,,四级,1
discrimination,dis.krimi'neiʃən,n.,"差别, 岐视, 辨别力；鉴别",,,四级,1
discussion,dis'kʌʃən,n.,讨论,,,四级,1
disease,di'zi:z,n.,"疾病, 弊病；[疾]病",,,四级,1
disguise,dis'gaiz,n./v.,"假面目, 假装；假装, 隐瞒",,,四级,2
disgust,dis'gʌst,n./v.,"厌恶, 嫌恶；令人厌恶；使作呕",,,四级,2
dishonour,dis'ɔnə,n./v.,"不名誉, 使人丢脸的人/事, 耻辱, 不光彩；使丧失名誉, 使受耻辱, 使丢脸, 奸污, 拒收, 无法偿付, 拒付",,,四级,2
disk,disk,n.,"圆盘, 磁盘；磁盘",,,四级,1
dislike,dis'laik,n./v.,"嫌恶；讨厌, 不喜欢",,,四级,1
dismiss,dis'mis,v.,"解散, 开除, 解职；解散；解散",,,四级,1
disorder,dis'ɒ:də,n./v.,"杂乱, 混乱；扰乱, 使失调",,,四级,1
display,dis'plei,n./v.,"显示, 陈列, 炫耀, 显示器；陈列, 显示, 表现, 夸示；显示器; 显示",,,四级,1
displease,dis'pli:z,v.,"使不愉快, 使(人)生气",,,四级,2
disposal,dis'pəuzəl,n.,"丢掉, 处理, 排列, 销毁, 布置；处理, 处置",,,四级,1
dispose,dis'pəuz,v.,"处理, 排列, 布置；处置",,,四级,1
dispute,dis'pju:t,n./v.,争论；争论,,,四级,1
dissatisfy,dis'sætisfai,v.,"使感觉不满, 不满足",,,四级,3
dissolve,di'zɒlv,v.,"溶解, 解散",,,四级,1
distance,'distəns,n.,"距离, 远方, 遥远；位距",,,四级,1
distant,'distənt,adj.,"远的, 疏远的；远期的",,,四级,1
distinct,dis'tiŋkt,adj.,"清楚的, 显著的, 不同的",,,四级,1
distinction,dis'tiŋkʃən,n.,区别,,,四级,1
distinguish,dis'tiŋgwiʃ,v.,"区别, 辨别",,,四级,1
distress,di'stres,n./v./adj.,"苦恼, 贫困, 痛苦；使苦恼；亏本出售的",,,四级,1
distribute,di'stribju:t,v.,"分配, 散布, 分发；分配, 分发",,,四级,1
distribution,.distrə'bju:ʃən,n.,分配；分布,,,四级,1
district,'distrikt,n.,"区域, 地方；地区, 地段",,,四级,1
disturb,dis'tə:b,v.,"扰乱, 妨碍, 使不安；滋扰, 扰乱",,,四级,1
ditch,ditʃ,n./v.,沟渠；在...开沟；开沟,,,四级,2
dive,daiv,n./v.,"潜水, 跳水；跳水, 俯冲, 猛冲；把...突然伸入",,,四级,2
diverse,dai'və:s,adj.,"不同的, 变化多的",,,四级,1
divide,di'vaid,v./n.,"分开, 分配, 分裂；分, 分开, 分裂, 除；分配, 分水岭；除",,,四级,1
division,di'viʒən,n.,"分, 分开, 除法, 部门(如部、处、系等), 师；部分",,,四级,1
divorce,di'vɒ:s,n./v.,离婚；与...离婚,,,四级,1
dock,dɒk,n./v.,"码头, 船坞, 被告席, 尾巴的骨肉部分；使靠码头, 使(船)进港, 剪短；进港",,,四级,1
document,'dɒkjumənt,n./v.,"文件, 公文, 文档；证明, 为...引证；文档",,,四级,1
domestic,dəu'mestik,adj.,"家庭的, 国内的, 驯养的；家庭的, 家用的",,,四级,1
dominate,'dɒmineit,v.,"支配, 占优势",,,四级,1
donkey,'dɒŋki,n.,"驴子, 笨蛋, 顽固者, 辅助发动机, 辅助泵",,,四级,2
dorm,dɒ:m,n.,宿舍,,,四级,2
dormitory,'dɒ:mitəri,n.,宿舍,,,四级,2
dose,dəus,n./v.,"剂量, 服用量；给药, (用药)医治；服药",,,四级,1
dot,dɒt,n./v.,"点, 圆点, 小数点, 小东西, 嫁妆；作小点记号, 加小点于；打上点；点",,,四级,1
doubt,daut,n./v.,"怀疑, 疑惑；怀疑, 不信",,,四级,1
doubtful,'dautful,adj.,"可疑的, 疑心的, 不明确的；怀疑的, 有疑问的, 未确的",,,四级,1
doubtless,'dautlis,adj./adv.,"无疑的, 确定的；无疑地, 确定地",,,四级,2
downstairs,'daun'stєəz,n./adj./adv.,楼下；楼下的；在楼下,,,四级,1
downward,'daunwəd,adj.,向下的,,,四级,2
dozen,'dʌzn,n./adj.,"打, 十二个；一打的",,,四级,1
draft,dræft. drɑ:ft,n./v.,"气流, 草稿, 汇票, 草案；起草, 征兵；草稿",,,四级,1
