word,phonetic,pos,meaning,example_en,example_zh,tags,difficulty
dare,dєə,n./v.,"挑战, 挑动, 大胆；敢, 胆敢",,,六级,1
daring,'dєəriŋ,adj.,大胆的,,,六级,2
dash,dæʃ,n./v.,"冲撞, 破折号, 短跑；猛冲, 冲撞；泼溅, 使猛撞, 搀和, 使破灭, 使沮丧",,,六级,2
datum,'deitəm,n.,"论据, 材料, 资料, 已知数；材料, 资料, 论据",,,六级,2
dawn,dɒ:n,n./v.,"破晓, 黎明；破晓",,,六级,1
dazzle,'dæzl,v./n.,"(使)眼花, 炫耀；耀眼",,,六级,2
deafen,'defən,v.,使聋；变聋,,,六级,2
deal,di:l,n./v.,"交易, 协定, 数量, 买卖, 松木板；处理, 应付, 做生意；分配, 发牌, 给予；发牌",,,六级,1
dealer,'di:lə,n.,"经销商, 商人；交易员, 贩卖商",,,六级,1
dean,di:n,n.,"院长, 主持牧师；外交团长, 学院院长, 教务长",,,六级,1
debate,di'beit,n./v.,"辩论, 讨论；争论, 辩论",,,六级,1
debt,det,n.,"债务, 罪过；借款, 欠款, 债务",,,六级,1
decade,'dekeid,n.,"十年, 十",,,六级,1
decay,di'kei,n./v.,"衰退, 腐败；(使)衰退, (使)腐败",,,六级,2
deceit,di'si:t,n.,"欺骗, 谎言；诈骗, 欺骗",,,六级,2
deceive,di'si:v,v.,"欺骗, 行骗",,,六级,2
decent,'di:sənt,adj.,"有分寸的, 得体的, 大方的",,,六级,1
deceptive,di'septiv,adj.,"迷惑的, 虚伪的, 欺诈的",,,六级,2
decidedly,di'saididli,adv.,"决定了, 坚决, 明显, 显而易见, 显然, 明确, 果断, 毫无疑问",,,六级,2
decimal,'desiməl,adj./n.,"十进位的, 小数的；十进制, 小数；十进制, 小数点",,,六级,2
decision,di'siʒən,n.,"决定, 决心, 决断；判定",,,六级,1
decisive,di'saisiv,adj.,"决定性的, 坚定的, 果断的",,,六级,1
deck,dek,n./v.,"甲板, (汽车后部的)行李仓；装饰, 打扮, 装甲板；纸牌背面图案",,,六级,1
declaration,.deklə'reiʃən,n.,"宣告, 说明, 宣布；说明",,,六级,1
declare,di'klєə,v.,"宣布, 声明, 申报, 断言",,,六级,1
decline,di'klain,n./v.,"衰退, 跌落, 下降；使降低, 婉谢；下降, 衰落, 偏斜",,,六级,1
decompose,.di:kəm'pəuz,v.,"分解, (使)腐烂",,,六级,2
decorate,'dekəreit,v.,装饰,,,六级,1
decorative,'dekəreitiv,adj.,装饰性的,,,六级,2
decrease,'di:kri:s,n./v.,"减少, 减少量；减少",,,六级,1
decree,di'kri:,n./v.,"法令, 判决, 天意；颁布, 判决；发布命令",,,六级,2
dedicate,'dedikeit,v.,"献出, 贡献",,,六级,1
deduce,di'dju:s,v.,"推论, 演绎出；推断, 推出, 演绎",,,六级,2
deduct,di'dʌkt,v.,"扣除, 减去；扣除, 减去, 折扣",,,六级,2
deed,di:d,n./v.,"行为, 实行, 契约；立契转让",,,六级,1
deem,di:m,v.,"认为, 相信",,,六级,1
deepen,'dipən,v.,"深化；使加深, 使强烈",,,六级,2
deer,diə,n.,鹿,,,六级,2
default,di'fɒ:lt,n./v.,"违约, 不履行责任, 缺席, 默认值；疏怠职责, 缺席, 拖欠, 默认；默认; 默认值; 缺省值",,,六级,2
defeat,di'fi:t,n./v.,"败北, 失败；击败, 使落空",,,六级,1
defect,di'fekt,n.,"缺点；缺损, 缺陷",,,六级,1
defence,di'fens,n.,"防卫, 防卫设备；(诉讼程序中的)辩护",,,六级,1
defend,di'fend,v.,"防护, 辩护, 防卫；作...的辩护律师, 辩护, 为...答辩",,,六级,1
defendant,di'fendənt,n.,被告；被告方,,,六级,1
deferential,.defə'renʃəl,adj.,恭敬的；输精管的,,,六级,2
deficiency,di'fiʃənsi,n.,"缺乏, 不足；缺乏, 不足",,,六级,2
deficient,di'fiʃənt,adj.,"不足的, 不充分的, 有缺陷的",,,六级,2
deficit,'defisit,n.,"赤字, 不足额；短缺",,,六级,1
define,di'fain,v.,"定义, 规定, 使明确；定义",,,六级,1
definite,'definit,adj.,"明确的, 一定的；明确的, 确切的, 一定的",,,六级,1
definitely,'definitli,adv.,"明确无疑地, 清楚地",,,六级,1
definition,.defi'niʃən,n.,"定义, 精确度, 清晰度；清晰度; 清晰度",,,六级,1
deflect,di'flekt,v.,"转移, 使偏斜；偏斜",,,六级,2
deflection,di'flekʃən,n.,"歪斜, 偏, 偏向；偏向, 偏离, 偏转(光), 偏转, 波(心电图)",,,六级,2
deform,di'fɒ:m,v.,"使残缺, 使变形；变形",,,六级,2
deformation,.di:fɒ:'meiʃən,n.,"损形, 变丑, 畸形；变形; 形变",,,六级,2
defy,di'fai,v./n.,"藐视, 挑衅, 使落空；挑战",,,六级,2
degenerate,di'dʒenəreit,adj./v.,"堕落的；退化, 堕落；使变质, 使退化",,,六级,2
degradation,.degrə'deiʃən,n.,"降格, 堕落, 退化；降级",,,六级,2
degrade,di'greid,v.,"(使)降级, (使)退化",,,六级,2
degree,di'gri:,n.,"程度, 度数, 学位, 度；度, 程度",,,六级,1
delay,di'lei,n./v.,"耽搁, 迟滞；耽搁, 延迟；延迟, 延时",,,六级,1
delegate,'deligeit,n./v.,代表；委派...为代表,,,六级,1
delegation,.deli'geiʃən,n.,"代表团, 派遣代表团, 代表的地位(或权力)；派遣, 委任, 委托",,,六级,1
deliberate,di'libərət,adj./v.,"深思熟虑的, 故意的, 从容的；仔细考虑",,,六级,1
deliberately,di'libərətli,adv.,故意地,,,六级,1
delicacy,'delikəsi,n.,"细软, 精致, 精美的食品, 娇气, 微妙, 棘手, 娇弱, 灵敏, 灵巧",,,六级,2
delicate,'delikət,adj.,"细致优雅的, 微妙的, 美味的；柔弱的",,,六级,1
delight,di'lait,n./v.,"高兴, 愉快；使高兴, 乐于；感到高兴(或愉快、快乐)",,,六级,1
delivery,di'livəri,n.,"递送, 交付, 分娩, 交货, 引渡；交货额",,,六级,1
delusion,di'lu:ʒən,n.,"迷惑, 欺瞒, 错觉；妄想",,,六级,2
demand,di'mɑ:nd,n./v.,"要求, 需求, 需要；要求, 查询",,,六级,1
democracy,di'mɒkrəsi,n.,"民主政治, 民主主义；民主, 民主政治, 民主政体",,,六级,1
democratic,.demə'krætik,adj.,"民主的；民主的, 民主政体的, 平民的",,,六级,1
demography,di:'mɒgrəfi,n.,"人口统计学；人口学, 人口统计学",,,六级,2
demonstrate,'demənstreit,v.,"示范, 证明；示威",,,六级,1
denial,di'naiəl,n.,"否认；否定, 否认, 拒绝接受",,,六级,2
denote,di'nəut,v.,"指示, 表示",,,六级,2
denounce,di'nauns,v.,"告发, 抨击, 谴责；谴责, 斥责, 告发",,,六级,2
dense,dens,adj.,"密集的, 浓厚的",,,六级,2
density,'densiti,n.,密度；密度,,,六级,1
dentist,'dentist,n.,牙科医生；牙医师,,,六级,2
deny,di'nai,v.,"否认, 拒绝",,,六级,1
depart,di'pɑ:t,v.,"离开, 出发, 背离, 违反, 去世",,,六级,1
department,di'pɑ:tmənt,n.,"部门, 系, 机关；部, 科",,,六级,1
departure,di'pɑ:tʃə,n.,"离开, 出发, 违背, 偏离；启运",,,六级,1
depend,di'pend,v.,"靠, 视...而定, 信赖",,,六级,1
dependant,di'pendənt,n.,"家眷, 侍从, 食客；受赡养人, 家庭负担",,,六级,2
dependent,di'pendənt,n./adj.,"依赖他人者；依赖的, 从属的",,,六级,1
depict,di'pikt,v.,"描述, 描写",,,六级,1
deploy,di'plɒi,v.,"展开, 配置",,,六级,2
deportation,.di:pɒ:'teiʃən,n.,"驱逐出境, 放逐；递解出境, 放逐, 驱逐",,,六级,2
deposit,di'pɒzit,n./v.,"存款, 定金, 堆积物；存放, 堆积；沉淀",,,六级,1
deposition,.depə'ziʃən,n.,"免职, 作证, 沉淀；沉积",,,六级,2
depress,di'pres,v.,"使沮丧, 压低, 降低, 使萧条；推下",,,六级,2
depression,di'preʃən,n.,"不景气, 消沉, 沮丧, 洼地；抑郁[症], 阻抑, 压低, 凹, 窝, 衰退, 俯角",,,六级,1
deprive,di'praiv,v.,"剥夺, 使丧失；剥夺, 剥夺, 夺去",,,六级,1
depth,depθ,n.,"深度, 深处, 深奥；深度",,,六级,1
deputy,'depjuti,n.,副手，代理人,,,六级,1
derivation,.deri'veiʃən,n.,"推论, 推导, 来历；衍化, 诱导",,,六级,2
derive,di'raiv,v.,得自；起源,,,六级,1
descend,di'send,v.,"下降, 世代相传, 屈尊, 袭击；下降",,,六级,1
descendant,di'sendənt,n./adj.,"后裔, 子孙；传下的, 下降的",,,六级,2
descent,di'sent,n.,"降落, 家系, 侵袭, 血统；下降, 世代, 血统",,,六级,2
describe,di'skraib,v.,"描述, 描绘, 画",,,六级,1
description,di'skripʃən,n.,"描述, 说明, 种类；说明书(物品), 品名种类, 货物名称",,,六级,1
desert,'dezət. di'sə:t,n./adj./v.,"沙漠, 应得的赏罚, 功劳；沙漠的, 不毛的；放弃, 遗弃, 擅离；逃掉",,,六级,1
deserve,di'zə:v,v.,"该得到, 值得；应得报答",,,六级,1
design,di'zain,n./v.,"设计, 图样, 方案, 企图；设计, 计划",,,六级,1
designate,'dezigneit,v./adj.,"指定, 指明, 称呼；已选出而未上任的",,,六级,2
desirable,di'zairəbl,adj.,"令人想望的, 可取的",,,六级,1
desire,di'zaiə,n./v.,"欲望, 要求；想要, 请求；渴望",,,六级,1
desolate,'desələt,adj.,荒凉的,,,六级,2
despair,di'spєə,n./v.,"绝望, 失望；绝望",,,六级,1
despatch,di'spætʃ,v./n.,派遣；派遣,,,六级,2
desperate,'despərət,adj.,"不顾一切的, 危急的, 令人绝望的, 极渴望的",,,六级,1
desperately,'despərətli,adv.,拼命地；绝望地；极度地,,,六级,1
despise,di'spaiz,v.,轻视,,,六级,2
despite,di'spait,n./prep.,"轻视, 憎恨；虽然, 尽管",,,六级,1
dessert,di'zə:t,n.,餐后甜点,,,六级,2
destination,.desti'neiʃən,n.,"目的地, 目标, 目的；目的文件, 目的单元",,,六级,1
destine,'destin,v.,"注定, 预定",,,六级,2
destiny,'destini,n.,"命运, 定数",,,六级,2
destroy,di'strɒi,v.,"破坏, 毁坏, 消灭",,,六级,1
destruction,di'strʌkʃən,n.,"破坏, 毁灭；破坏",,,六级,1
destructive,di'strʌktiv,adj.,"毁灭性的, 破坏的, 有害的；破坏的, 毁坏的",,,六级,2
detach,di'tætʃ,v.,"使分离, 分遣；摘下, 分离, 卸下",,,六级,2
detail,'di:teil,n./v.,"细节, 详情；详述, 选派；画详图；详细数据",,,六级,1
detain,di'tein,v.,"扣留, 扣押, 耽搁；拘留, 扣押, 留住",,,六级,2
detect,di'tekt,v.,"发现, 察觉, 探测；发现, 查明, 探测",,,六级,1
detection,di'tekʃən,n.,"发现, 察觉, 探测；检波; 检测",,,六级,2
detective,di'tektiv,n./adj.,侦探；侦探的,,,六级,1
detector,di'tektə,n.,"发现者, 检验器, 检波器；检波器; 检测器",,,六级,2
deteriorate,di'tiəriəreit,v.,(使)恶化,,,六级,2
determination,di.tə:mi'neiʃən,n.,"决心, 果断；判定; 测定",,,六级,1
determine,di'tə:min,v.,"决定, 决心",,,六级,1
deviate,'di:vieit,v./adj./n.,"脱离, 偏离；使偏离；脱离常规的；脱离常规的人",,,六级,2
deviation,.di:vi'eiʃən,n.,背离；偏差; 误差; 偏斜,,,六级,2
device,di'vais,n.,"装置, 设计, 策略, 发明物, 设备；设备; DOS内部命令:该命令要求DOS安装一个设备驱动程序",,,六级,1
devil,'devəl,n./v.,"魔鬼；折磨, 戏弄",,,六级,1
devise,di'vaiz,v./n.,"设计, 发明, 图谋, 遗赠给；遗赠",,,六级,1
devote,di'vəut,v.,"投入于, 献身",,,六级,1
devotion,di'vəuʃən,n.,"热爱, 投入",,,六级,2
devour,di'vauə,v.,"吞食, 挥霍, 吞没",,,六级,2
dew,dju:,n./v.,"露珠, 露水；(用露水)沾湿；结露水",,,六级,2
diagnose,'daiəgnəuz,v.,诊断,,,六级,2
diagnostic,daiəg'nɒstik,adj./n.,"诊断的, 有助于诊断的, 特征的；诊断, 病的征候, 诊断法；诊断的",,,六级,2
diagram,'daiəɡræm,n.,图表；图解,,,六级,1
dial,'daiəl,n./v.,"刻度盘, 钟面, 转盘；拨",,,六级,2
dialect,'daiəlekt,n.,"方言, 同源语",,,六级,2
dialog,'daiəlɒg,n.,"会话, 对话；对话",,,六级,2
diameter,dai'æmitə,n.,"直径；直经, 径",,,六级,1
diamond,'daiəmənd,n.,"钻石, 菱形；菱形",,,六级,1
diary,'daiəri,n.,日记；日记簿,,,六级,1
dictate,'dikteit,v./n.,"听写, 口述, 口授；口述, 使听写, 命令；命令, 指挥, 指令",,,六级,1
dictation,dik'teiʃən,n.,"听写, 口述, 命令",,,六级,2
dictator,'dikteitə,n.,"命令者, 独裁者",,,六级,2
diesel,'di:zəl,n.,"内燃机, 柴油机, 柴油",,,六级,1
diet,'daiət,n./v.,"日常饮食, 议会；照规定饮食；忌食",,,六级,1
differ,'difə,v.,"不一致, 不同；差异, 不同",,,六级,1
diffuse,di'fju:z,v./adj.,"散播, 传播；散开的, 弥漫的",,,六级,2
digest,di'dʒest,n./v.,"文摘；消化；消化, 理解；摘要",,,六级,2
digital,'didʒitəl,adj./n.,"数字显示的, 数字的；数字仪表, 数字式电子表(或时钟)；数字, 数字式",,,六级,1
dignity,'digniti,n.,"尊严, 高贵；尊严, 高位, 高贵",,,六级,1
dilemma,di'lemə,n.,"困境, (进退两难的)窘境",,,六级,1
diligence,'dilidʒəns,n.,勤奋,,,六级,2
diligent,'dilidʒənt,adj.,"勤勉的, 用功的",,,六级,2
dilute,dai'lju:t,v./adj.,"冲淡, 稀释；淡的, 稀释的",,,六级,2
dim,dim,adj./v.,"暗淡的, 模糊的；使暗淡；数据解释模块",,,六级,2
dimension,dai'menʃən,n./v.,"尺寸, 次元, 面积, 维数；标出尺寸",,,六级,1
diminish,di'miniʃ,v.,"(使)减少, (使)变小",,,六级,1
dine,dain,v.,"用正餐, 进餐；宴请",,,六级,2
dioxide,dai'ɒksaid,n.,二氧化物；二氧化物,,,六级,1
dip,dip,v./n.,"浸, 降下, 把(手、勺等)伸入, 舀取；浸, 涉猎；双列直插式组件, 分布式输入输出系统, 双排直插封装",,,六级,1
diploma,di'pləumə,n.,"文凭, 毕业证书；文凭",,,六级,2
diplomatic,.diplə'mætik,adj.,"外交的, 老练的；外交的, 外交上的, 文献上的",,,六级,1
direct,di'rekt,adj./v./adv.,"直接的, 坦白的；指示, 指挥, 命令, 导演；指导, 指挥；直接地",,,六级,1
direction,di'rekʃən,n.,"方向, 指导, 趋势；方向; 流向",,,六级,1
directly,"di'rektli, dai'rektli",adv./conj.,"径直地, 直接地, 直率地, 正好地, 直截了当地, (非正式)立即, 马上；一...(就...), 一当...就...；直接的",,,六级,1
director,di'rektə,n.,"主管, 导演, 董事；寻向偶极子; 指挥仪",,,六级,1
directory,di'rektəri,n.,"目录, 工商名录, 指南；目录",,,六级,1
disable,dis'eibl,v.,"使失去能力, 使残废, (律)使无资格；使无效, 禁止, 关闭",,,六级,2
disadvantage,.disəd'vɑ:ntidʒ,n.,"缺点, 不利, 坏处",,,六级,1
disagree,.disə'gri:,v.,"不一致, 不适宜；抵触, 不同意, 争执",,,六级,1
disagreement,.disə'gri:mənt,n.,"不合, 争论, 不一致；不一致, 不同意, 陪审团的意见不一",,,六级,2
disappear,.disə'piə,v.,"消失, 不见",,,六级,1
disappearance,.disə'piərəns,n.,"看不见, 失踪, 消失",,,六级,2
disappoint,.disə'pɒint,v.,使失望,,,六级,2
disapproval,.disə'pru:vəl,n.,不赞成,,,六级,2
disaster,di'zɑ:stə,n.,"灾祸, 不幸, 彻底失败",,,六级,1
disastrous,di'zɑ:strəs,adj.,"损失惨重的, 悲伤的",,,六级,2
discard,dis'kɑ:d,v./n.,"丢弃, 抛弃；垫牌；垫牌, 抛弃",,,六级,2
discern,di'zə:n,v.,"辨别, 看清楚, 了解",,,六级,2
discharge,dis'tʃɑ:dʒ,v./n.,"卸下, 放出, 解雇, 拔染, 履行, 放电；卸货, 流出；卸货, 流出, 放电",,,六级,1
discipline,'disiplin,n./v.,"训练, 纪律；训练, 惩罚",,,六级,1
disclose,dis'kləuz,v.,"揭露, 透露；揭发, 揭露, 公开",,,六级,1
discontented,.diskən'tentid,adj.,不满意的,,,六级,2
discount,'diskaunt,n./v.,"折扣, 贴现率；打折扣；贴现",,,六级,1
discourage,dis'kʌridʒ,v.,"使气馁, 阻碍",,,六级,2
discourse,'diskɒ:s,n./v.,"谈话, 演讲；谈话, 讲述",,,六级,1
discover,dis'kʌvə,v.,"发现, 找到, 暴露；发现",,,六级,1
discovery,dis'kʌvəri,n.,"发现, 被发现的事物；要求告知, 发现, 发觉",,,六级,1
discrepancy,dis'krepənsi,n.,"不符合, 差异, 不相符之处；不符值; 偏差值",,,六级,2
discrete,dis'kri:t,adj.,"不连续的, 离散的；离散的",,,六级,2
discrimination,dis.krimi'neiʃən,n.,"差别, 岐视, 辨别力；鉴别",,,六级,1
discussion,dis'kʌʃən,n.,讨论,,,六级,1
disease,di'zi:z,n.,"疾病, 弊病；[疾]病",,,六级,1
disgrace,dis'greis,n./v.,"耻辱, 不名誉；使受耻辱, 使失体面",,,六级,2
disguise,dis'gaiz,n./v.,"假面目, 假装；假装, 隐瞒",,,六级,2
disgust,dis'gʌst,n./v.,"厌恶, 嫌恶；令人厌恶；使作呕",,,六级,2
dishonour,dis'ɔnə,n./v.,"不名誉, 使人丢脸的人/事, 耻辱, 不光彩；使丧失名誉, 使受耻辱, 使丢脸, 奸污, 拒收, 无法偿付, 拒付",,,六级,2
disillusion,.disi'lu:ʒən,n./v.,"觉醒, 幻灭；使醒悟, 使幻想破灭",,,六级,2
disillusioned,,adj.,"幻想破灭了的, 大失所望的, 醒悟了的",,,六级,2
disk,disk,n.,"圆盘, 磁盘；磁盘",,,六级,1
dislike,dis'laik,n./v.,"嫌恶；讨厌, 不喜欢",,,六级,1
dismay,dis'mei,n./v.,"沮丧；使惊愕, 使气馁",,,六级,2
dismiss,dis'mis,v.,"解散, 开除, 解职；解散；解散",,,六级,1
disobedience,.disə'bi:djəns,n.,"不服从, 不孝, 违反",,,六级,2
disorder,dis'ɒ:də,n./v.,"杂乱, 混乱；扰乱, 使失调",,,六级,1
disorient,dis'ɒ:rient,v.,"使失去方向, 使迷惑",,,六级,2
dispatch,dis'pætʃ,v./n.,"派遣；派遣, 急件；调度",,,六级,2
dispense,dis'pens,v.,"分发, 分配；特许, 豁免",,,六级,2
disperse,dis'pə:s,v./adj.,"分散, 传播, 散开；分散；分散的；分散",,,六级,2
displace,dis'pleis,v.,"移置, 替换, 转移",,,六级,2
displacement,dis'pleismənt,n.,"换置, 移位, 移动, 取代；顶替展开法",,,六级,2
display,dis'plei,n./v.,"显示, 陈列, 炫耀, 显示器；陈列, 显示, 表现, 夸示；显示器; 显示",,,六级,1
displease,dis'pli:z,v.,"使不愉快, 使(人)生气",,,六级,2
disposal,dis'pəuzəl,n.,"丢掉, 处理, 排列, 销毁, 布置；处理, 处置",,,六级,1
dispose,dis'pəuz,v.,"处理, 排列, 布置；处置",,,六级,1
disposition,.dispə'ziʃən,n.,"性情, 处置, 处理, 布置；素因, 性情",,,六级,2
disproportionate,.disprə'pɒ:ʃənit,adj.,不成比例的,,,六级,2
dispute,dis'pju:t,n./v.,争论；争论,,,六级,1
disregard,.disri'gɑ:d,n./v.,"忽视, 漠视；忽视, 不顾",,,六级,2
disrupt,dis'rʌpt,adj./v.,"分裂的, 中断的；使分裂, 使瓦解",,,六级,2
disruptive,dis'rʌptiv,adj.,"分裂的, 破坏(性)的；击穿的, 中断的",,,六级,2
dissatisfaction,'dis.sætis'fækʃən,n.,"不满, 不平",,,六级,2
dissatisfy,dis'sætisfai,v.,"使感觉不满, 不满足",,,六级,3
disservice,dis'sə:vis,n.,"伤害, 帮倒忙的行为",,,六级,2
dissipate,'disipeit,v.,"散失, 驱散, 浪费；消散, 放荡",,,六级,2
dissolve,di'zɒlv,v.,"溶解, 解散",,,六级,1
distance,'distəns,n.,"距离, 远方, 遥远；位距",,,六级,1
distant,'distənt,adj.,"远的, 疏远的；远期的",,,六级,1
distil,,v.,"vi. 蒸馏, 提取...的精华, 用蒸馏法提取；滴下, 渗出",,,六级,2
distinct,dis'tiŋkt,adj.,"清楚的, 显著的, 不同的",,,六级,1
distinction,dis'tiŋkʃən,n.,区别,,,六级,1
distinctive,di'stiŋktiv,adj.,"有特色的, 出众的",,,六级,1
distinctly,dis'tiŋktli,adv.,"显然地, 明显地, 清楚地",,,六级,2
distinguish,dis'tiŋgwiʃ,v.,"区别, 辨别",,,六级,1
distort,dis'tɒ:t,v.,"扭曲, 歪曲；歪区, 曲解, 纂改",,,六级,2
distortion,dis'tɒ:ʃən,n.,"扭曲, 变形, 曲解；畸变; 失真",,,六级,2
distract,dis'trækt,v.,"转移, 分心, 使发狂",,,六级,2
distress,di'stres,n./v./adj.,"苦恼, 贫困, 痛苦；使苦恼；亏本出售的",,,六级,1
distribute,di'stribju:t,v.,"分配, 散布, 分发；分配, 分发",,,六级,1
distribution,.distrə'bju:ʃən,n.,分配；分布,,,六级,1
district,'distrikt,n.,"区域, 地方；地区, 地段",,,六级,1
disturb,dis'tə:b,v.,"扰乱, 妨碍, 使不安；滋扰, 扰乱",,,六级,1
disturbance,dis'tə:bəns,n.,"扰乱, 不安, 忧虑；扰动; 干扰; 失调",,,六级,1
ditch,ditʃ,n./v.,沟渠；在...开沟；开沟,,,六级,2
dive,daiv,n./v.,"潜水, 跳水；跳水, 俯冲, 猛冲；把...突然伸入",,,六级,2
diverge,dai'və:dʒ,v.,"分歧, 岔开；使岔开",,,六级,2
diverse,dai'və:s,adj.,"不同的, 变化多的",,,六级,1
diversify,dai'və:sifai,v.,"使多样化, 使变化",,,六级,2
diversion,dai'və:ʒən,n.,转移；转向,,,六级,2
divert,dai'və:t,v.,"转移, 使欢娱；转移",,,六级,1
divine,di'vain,adj./n.,"神的, 神圣的, 非凡的；神学家",,,六级,1
division,di'viʒən,n.,"分, 分开, 除法, 部门(如部、处、系等), 师；部分",,,六级,1
divorce,di'vɒ:s,n./v.,离婚；与...离婚,,,六级,1
dizzy,'dizi,adj./v.,"晕眩的, 眼花缭乱的；使晕眩",,,六级,2
dock,dɒk,n./v.,"码头, 船坞, 被告席, 尾巴的骨肉部分；使靠码头, 使(船)进港, 剪短；进港",,,六级,1
doctrine,'dɒktrin,n.,"教条, 学说；学说",,,六级,1
document,'dɒkjumənt,n./v.,"文件, 公文, 文档；证明, 为...引证；文档",,,六级,1
documentary,.dɒkju'mentəri,n./adj.,记录片；文件的,,,六级,2
domain,dəu'mein,n.,"领域, 领土, 产业, 范围；域, 区域, 支配命令",,,六级,1
dome,dəum,n./v.,圆顶；加圆顶；成圆顶状,,,六级,2
domestic,dəu'mestik,adj.,"家庭的, 国内的, 驯养的；家庭的, 家用的",,,六级,1
dominant,'dɒminənt,adj.,"占优势的, 支配的；优性的, 显性的",,,六级,1
dominate,'dɒmineit,v.,"支配, 占优势",,,六级,1
donate,'dəuneit,v.,捐赠,,,六级,2
doom,du:m,n./v.,"厄运, 不幸, 法律, 宣告, 判决, 死亡；命中注定, 判决",,,六级,2
dorm,dɒ:m,n.,宿舍,,,六级,2
dormant,'dɒ:mənt,adj.,"睡眠状态的, 静止的；休眠的, 不活动的, 休止的",,,六级,2
dormitory,'dɒ:mitəri,n.,宿舍,,,六级,2
dose,dəus,n./v.,"剂量, 服用量；给药, (用药)医治；服药",,,六级,1
doubt,daut,n./v.,"怀疑, 疑惑；怀疑, 不信",,,六级,1
doubtful,'dautful,adj.,"可疑的, 疑心的, 不明确的；怀疑的, 有疑问的, 未确的",,,六级,1
doubtless,'dautlis,adj./adv.,"无疑的, 确定的；无疑地, 确定地",,,六级,2
dove,dʌv,n.,鸽子；dive的过去式,,,六级,2
downturn,'dauntə:n,n.,"(尤指经济方面的)衰退, 下降趋势；低迷时期",,,六级,2
downward,'daunwəd,adj.,向下的,,,六级,2
draft,dræft. drɑ:ft,n./v.,"气流, 草稿, 汇票, 草案；起草, 征兵；草稿",,,六级,1
drag,dræg,n./v.,"拖, 拖累；拖累, 拖拉, 沉重缓慢地走, 拖动；拖动",,,六级,1
dragon,'drægən,n.,"龙, 凶暴的人；凶恶的人, 凶恶严厉的监护人",,,六级,1
drain,drein,n./v.,"排水沟, 消耗, 排水；排出, 喝光, 耗尽；排水, 流干",,,六级,1
drainage,'dreinidʒ,n.,"排水；引流[法], 导液[法], 排水[设备]",,,六级,2
drama,'drɑ:mə,n.,"戏剧, 戏剧艺术",,,六级,1
dramatic,drə'mætik,adj.,"戏剧性的, 生动的",,,六级,1
drastic,'dræstik,adj.,"激烈的；峻泻药, 剧烈的",,,六级,2
drawback,'drɒ:bæk,n.,"缺点, 退税；退款, 退税",,,六级,2
drawer,'drɒ:ə,n.,"抽屉, 开票人；抽屉",,,六级,1
drawing,'drɒ:iŋ,n.,"图画, 制图, 拉；绘图",,,六级,1
dread,dred,n./adj./v.,"恐惧, 可怕的人(或事)；可怕的, 可怖的；恐惧, 害怕",,,六级,2
dreadful,'dredful,adj.,可怕的,,,六级,1
dream,dri:m,n./v.,"梦, 空想, 愿望；做梦, 想象, 梦想",,,六级,1
drift,drift,n./v.,"漂流物, 漂流, 动向；(使)漂流",,,六级,1
drill,dril,n./v.,"钻孔机, 钻子, 播种机, 粗斜纹布；训练, 钻孔",,,六级,2
drip,drip,n./v.,水滴；(使)滴下,,,六级,2
drop,drɒp,n./v.,"滴, 微量, 落下, 空投；放下, 掉下, 下降；使滴下, 放下, 丢失, 遗漏；投入, 投入点, 接入点, 分接点",,,六级,1
drought,draut,n.,"干旱, 缺乏",,,六级,2
drown,draun,v.,"淹死；把...淹死, 淹没",,,六级,1
drug,drʌg,n./v.,"药, 麻药, 麻醉药；吸毒；使服麻醉药, 使麻木",,,六级,1
drum,drʌm,n./v.,"鼓, 鼓声；击鼓, 作鼓声；打鼓奏出；磁鼓",,,六级,1
drunk,drʌŋk,adj.,喝醉了的；drink的过去式,,,六级,1
dubious,'dju:biəs,adj.,"可疑的, 不确定的",,,六级,2
duck,dʌk,n./v.,"鸭子；没入水中, 闪避；猛按...入水, 躲避",,,六级,1
due,dju:,n./adj.,"应得的东西, 应付款；到期的, 应得的, 应付的, 约定的",,,六级,1
duke,dju:k,n.,公爵,,,六级,1
dull,dʌl,adj./v.,"钝的, 无趣的, 呆滞的, 阴暗的；使迟钝, 使阴暗, 缓和；变迟钝, 减少",,,六级,1
dully,'dʌli,adv.,"钝地, 迟钝地, 不清楚地",,,六级,2
dumb,dʌm,adj.,"哑的, 不说话的, 无声音的；哑的",,,六级,2
dump,dʌmp,n./v.,"垃圾场；倾倒, 倾销；倒垃圾, 倾销商品；转出; 转储; 倾卸; 切断电源",,,六级,1
duplicate,'dju:plikeit,n./adj./v.,"副本, 复本, 复制品；复制的, 二重的；复制, 使加倍；复制",,,六级,2
durable,'djurəbl,adj.,"持久的, 耐用的",,,六级,2
duration,dju'reiʃən,n.,"持续时间, 持续；持续时间",,,六级,1
dusk,dʌsk,n./adj./v.,"薄暮, 傍晚, 黄昏；微暗的；(使)微暗",,,六级,2
dust,dʌst,n./v.,"灰尘, 尘埃, 粉末, 花粉, 土, 骚乱；拂去灰尘, 撒, 弄成粉末；拂去灰尘, 化为粉末",,,六级,1
duty,'dju:ti,n.,"责任, 关税, 职务, 尊敬；职责",,,六级,1
dwarf,dwɒ:f,n./v.,"矮子, 侏儒；(使)变矮小",,,六级,2
dwell,dwel,v.,"居住, 居住(于), 存在(于)",,,六级,2
dwelling,'dweliŋ,n.,住处；住房,,,六级,1
